application_id,candidate_key,date_key,country_key,seniority_key,technology_key,code_challenge_score,technical_interview_score,is_hired
7932,7932,471,39,6,14,8,5,0
7933,7933,385,101,4,21,10,1,0
7934,7934,513,176,4,23,9,10,1
7935,7935,347,73,3,9,3,4,0
7936,7936,153,65,7,18,5,5,0
7937,7937,1147,30,5,8,2,0,0
7938,7938,337,73,7,20,9,7,1
7939,7939,1052,66,1,13,3,9,0
7940,7940,711,28,2,15,8,10,1
7941,7941,643,72,6,14,5,10,0
7942,7942,1059,96,6,12,8,10,1
7943,7943,854,59,4,1,0,4,0
7944,7944,840,227,5,6,8,2,0
7945,7945,1306,69,2,1,2,3,0
7946,7946,922,234,7,24,1,5,0
7947,7947,1191,214,6,18,10,0,0
7948,7948,348,84,2,8,3,5,0
7949,7949,1618,145,5,19,9,4,0
7950,7950,367,75,4,22,7,9,1
7951,7951,921,200,5,10,0,10,0
7952,7952,1608,198,1,8,1,7,0
7953,7953,113,209,2,22,3,8,0
7954,7954,1321,223,2,14,7,7,1
7955,7955,867,54,4,8,8,2,0
7956,7956,97,78,4,11,4,9,0
7957,7957,924,200,1,19,5,4,0
7958,7958,715,136,7,9,6,0,0
7959,7959,1033,86,5,10,7,2,0
7960,7960,350,11,6,16,7,6,0
7961,7961,1602,191,4,24,0,1,0
7962,7962,777,164,1,17,5,3,0
7963,7963,1502,205,4,18,4,5,0
7964,7964,1254,70,2,18,5,7,0
7965,7965,881,228,5,16,8,0,0
7966,7966,1637,225,2,11,7,2,0
7967,7967,150,16,6,1,8,8,1
7968,7968,922,146,5,19,5,7,0
7969,7969,279,208,4,20,4,9,0
7970,7970,1498,149,4,23,6,7,0
7971,7971,359,105,6,4,2,6,0
7972,7972,1008,124,1,22,3,8,0
7973,7973,386,55,7,15,5,10,0
7974,7974,934,133,5,21,0,4,0
7975,7975,235,121,3,3,9,0,0
7976,7976,1560,131,3,10,2,3,0
7977,7977,888,80,1,10,8,4,0
7978,7978,208,177,2,14,9,1,0
7979,7979,709,113,7,8,5,9,0
7980,7980,1464,208,6,5,2,1,0
7981,7981,1013,91,6,9,5,3,0
7982,7982,85,28,2,13,3,1,0
7983,7983,896,65,3,15,9,10,1
7984,7984,1295,107,4,8,4,9,0
7985,7985,316,127,7,14,3,9,0
7986,7986,33,23,3,6,0,1,0
7987,7987,890,153,2,22,0,7,0
7988,7988,1484,140,1,16,3,9,0
7989,7989,615,222,7,17,6,4,0
7990,7990,1245,162,5,19,7,4,0
7991,7991,1416,207,1,9,8,3,0
7992,7992,566,148,3,12,1,4,0
7993,7993,1367,138,5,15,0,8,0
7994,7994,918,30,5,10,5,4,0
7995,7995,168,6,5,13,9,6,0
7996,7996,542,132,1,14,9,2,0
7997,7997,341,72,2,11,6,2,0
7998,7998,950,184,4,18,5,4,0
7999,7999,657,243,6,23,5,4,0
8000,8000,1090,4,2,7,8,6,0
8001,8001,501,117,2,23,9,2,0
8002,8002,923,166,5,19,0,5,0
8003,8003,251,20,2,13,6,0,0
8004,8004,543,2,2,18,8,3,0
8005,8005,1544,125,1,21,4,9,0
8006,8006,774,103,1,18,5,3,0
8007,8007,95,112,3,8,9,0,0
8008,8008,1351,196,5,2,7,4,0
8009,8009,636,36,7,11,0,0,0
8010,8010,931,123,6,4,10,3,0
8011,8011,1582,10,6,17,10,2,0
8012,8012,431,232,6,24,4,10,0
8013,8013,341,63,2,17,7,7,1
8014,8014,605,243,1,5,9,6,0
8015,8015,1504,174,2,23,8,8,1
8016,8016,702,79,7,1,1,7,0
8017,8017,270,61,6,13,0,6,0
8018,8018,279,97,5,20,2,3,0
8019,8019,1012,88,2,20,1,1,0
8020,8020,774,221,6,12,6,10,0
8021,8021,1319,139,3,12,1,9,0
8022,8022,1021,189,6,22,3,8,0
8023,8023,1078,76,5,4,9,0,0
8024,8024,313,193,6,24,9,0,0
8025,8025,1514,95,2,2,10,7,1
8026,8026,1313,55,3,16,5,8,0
8027,8027,1166,231,6,16,0,2,0
8028,8028,1570,74,5,15,0,8,0
8029,8029,540,146,1,19,4,9,0
8030,8030,1246,96,4,12,10,5,0
8031,8031,864,160,5,5,4,4,0
8032,8032,773,45,7,21,10,4,0
8033,8033,395,10,6,12,6,6,0
8034,8034,1058,169,3,19,5,6,0
8035,8035,368,25,3,14,10,4,0
8036,8036,1483,189,2,10,8,7,1
8037,8037,221,69,7,12,5,0,0
8038,8038,1157,109,6,23,6,8,0
8039,8039,1164,18,6,22,2,7,0
8040,8040,534,168,2,6,7,9,1
8041,8041,1488,41,5,15,1,1,0
8042,8042,686,98,4,11,5,7,0
8043,8043,1204,140,4,3,10,5,0
8044,8044,997,35,2,23,9,2,0
8045,8045,738,73,2,14,2,6,0
8046,8046,388,149,4,14,1,4,0
8047,8047,820,15,4,17,10,9,1
8048,8048,652,95,1,8,5,9,0
8049,8049,16,84,6,21,2,8,0
8050,8050,507,183,6,3,9,5,0
8051,8051,1039,35,7,9,3,6,0
8052,8052,476,58,2,14,1,5,0
8053,8053,1392,180,1,9,3,1,0
8054,8054,1077,63,7,24,5,8,0
8055,8055,1337,78,7,8,2,10,0
8056,8056,70,121,7,5,0,0,0
8057,8057,1427,221,6,1,0,9,0
8058,8058,1370,10,3,14,7,0,0
8059,8059,1597,62,7,12,1,9,0
8060,8060,1006,74,1,7,5,5,0
8061,8061,347,112,6,5,5,1,0
8062,8062,440,20,6,10,1,2,0
8063,8063,1449,115,5,11,9,9,1
8064,8064,556,112,1,8,4,9,0
8065,8065,913,144,5,6,3,7,0
8066,8066,607,73,2,6,0,4,0
8067,8067,900,84,6,1,2,5,0
8068,8068,1287,68,7,1,0,6,0
8069,8069,781,133,3,12,0,7,0
8070,8070,940,142,5,8,5,4,0
8071,8071,480,83,2,18,2,4,0
8072,8072,654,128,7,8,5,6,0
8073,8073,1313,236,3,9,7,8,1
8074,8074,436,182,5,12,10,10,1
8075,8075,458,129,1,12,8,8,1
8076,8076,719,105,2,21,7,8,1
8077,8077,126,19,2,14,1,4,0
8078,8078,527,71,2,12,2,9,0
8079,8079,941,88,4,18,10,9,1
8080,8080,30,166,3,2,7,9,1
8081,8081,274,110,3,20,4,5,0
8082,8082,609,178,5,2,0,5,0
8083,8083,1405,41,4,24,6,9,0
8084,8084,1004,132,3,19,6,8,0
8085,8085,580,15,6,8,9,7,1
8086,8086,586,113,6,15,0,4,0
8087,8087,859,47,6,10,4,3,0
8088,8088,349,223,1,14,8,8,1
8089,8089,412,64,3,11,0,2,0
8090,8090,261,29,7,14,4,9,0
8091,8091,557,201,3,3,10,3,0
8092,8092,460,150,5,19,1,1,0
8093,8093,1034,96,3,19,3,6,0
8094,8094,1097,40,4,6,3,1,0
8095,8095,417,220,3,14,3,10,0
8096,8096,867,45,7,8,4,8,0
8097,8097,524,62,3,21,5,6,0
8098,8098,83,50,4,16,9,5,0
8099,8099,1012,169,1,2,10,2,0
8100,8100,1080,169,5,14,0,10,0
8101,8101,842,106,5,20,7,6,0
8102,8102,314,149,5,9,9,4,0
8103,8103,1387,61,5,8,2,4,0
8104,8104,842,123,5,12,7,7,1
8105,8105,1341,45,4,10,6,5,0
8106,8106,1579,17,7,3,4,8,0
8107,8107,1116,176,3,19,1,2,0
8108,8108,1290,40,7,2,9,3,0
8109,8109,116,195,4,13,4,2,0
8110,8110,789,104,6,16,7,0,0
8111,8111,574,1,5,8,8,10,1
8112,8112,310,29,2,9,1,7,0
8113,8113,606,93,1,1,7,7,1
8114,8114,1106,86,7,14,5,3,0
8115,8115,980,56,4,11,0,9,0
8116,8116,712,216,5,5,5,6,0
8117,8117,1044,4,1,16,10,9,1
8118,8118,91,212,2,3,6,5,0
8119,8119,642,41,2,20,8,5,0
8120,8120,1045,53,7,16,10,4,0
8121,8121,267,35,7,5,2,0,0
8122,8122,896,222,7,15,2,3,0
8123,8123,283,127,3,22,4,0,0
8124,8124,498,14,7,15,10,0,0
8125,8125,100,28,2,3,9,8,1
8126,8126,491,103,7,13,9,1,0
8127,8127,1531,146,2,5,4,5,0
8128,8128,801,160,6,7,1,9,0
8129,8129,486,213,6,24,1,5,0
8130,8130,798,95,7,15,5,6,0
8131,8131,1003,146,4,5,0,1,0
8132,8132,1011,207,5,17,4,10,0
8133,8133,590,179,3,19,4,10,0
8134,8134,585,127,3,1,8,7,1
8135,8135,1027,193,2,22,5,5,0
8136,8136,541,176,7,9,9,1,0
8137,8137,1393,211,5,7,7,7,1
8138,8138,1441,149,2,3,6,10,0
8139,8139,1233,92,3,8,5,4,0
8140,8140,633,222,5,19,3,5,0
8141,8141,86,216,7,20,1,4,0
8142,8142,672,62,4,11,8,4,0
8143,8143,294,110,3,1,7,9,1
8144,8144,1564,194,7,2,7,3,0
8145,8145,46,186,5,14,3,3,0
8146,8146,622,130,1,11,3,1,0
8147,8147,1208,26,7,15,1,4,0
8148,8148,1143,88,6,14,8,0,0
8149,8149,376,177,1,16,2,8,0
8150,8150,1276,157,2,9,8,4,0
8151,8151,1355,105,5,4,2,8,0
8152,8152,333,239,3,16,0,3,0
8153,8153,377,12,1,14,2,8,0
8154,8154,211,135,4,2,8,4,0
8155,8155,1520,215,1,14,3,4,0
8156,8156,1534,226,7,17,4,1,0
8157,8157,69,197,5,14,2,1,0
8158,8158,1078,161,7,10,5,3,0
8159,8159,934,157,7,4,5,9,0
8160,8160,1512,12,6,10,3,8,0
8161,8161,1432,231,5,22,2,7,0
8162,8162,1147,136,5,2,6,10,0
8163,8163,1036,221,3,5,5,6,0
8164,8164,418,239,3,3,3,4,0
8165,8165,1108,225,1,7,6,6,0
8166,8166,1444,109,6,22,8,1,0
8167,8167,1068,203,5,14,4,8,0
8168,8168,122,85,3,12,5,10,0
8169,8169,193,192,6,14,8,0,0
8170,8170,851,175,7,13,5,1,0
8171,8171,975,87,2,19,3,3,0
8172,8172,195,204,4,3,7,3,0
8173,8173,1439,130,2,14,0,10,0
8174,8174,1226,125,3,3,2,10,0
8175,8175,201,148,3,18,10,2,0
8176,8176,1110,138,6,23,8,7,1
8177,8177,387,131,6,16,4,10,0
8178,8178,378,110,2,14,5,6,0
8179,8179,1530,48,2,14,2,9,0
8180,8180,985,149,6,11,2,6,0
8181,8181,1251,73,2,8,9,2,0
8182,8182,899,239,4,7,0,2,0
8183,8183,1009,53,1,6,10,5,0
8184,8184,940,79,1,22,10,8,1
8185,8185,933,12,5,13,3,6,0
8186,8186,1281,186,1,13,0,8,0
8187,8187,985,163,1,20,5,5,0
8188,8188,777,14,6,5,7,10,1
8189,8189,1359,200,5,8,10,2,0
8190,8190,286,112,5,23,5,7,0
8191,8191,1508,28,4,21,0,8,0
8192,8192,575,37,6,11,10,0,0
8193,8193,1237,69,5,12,3,10,0
8194,8194,444,205,3,22,2,7,0
8195,8195,101,213,6,3,2,5,0
8196,8196,1123,222,4,23,3,8,0
8197,8197,52,111,2,16,5,5,0
8198,8198,524,71,2,17,3,6,0
8199,8199,660,38,3,14,2,10,0
8200,8200,911,195,2,8,9,1,0
8201,8201,1260,89,3,8,1,1,0
8202,8202,1048,50,3,2,8,0,0
8203,8203,1272,229,1,24,9,10,1
8204,8204,1048,159,4,15,3,1,0
8205,8205,1395,5,3,18,2,9,0
8206,8206,1540,45,5,6,0,3,0
8207,8207,1513,128,4,8,3,6,0
8208,8208,162,157,2,12,10,10,1
8209,8209,166,104,1,15,3,1,0
8210,8210,1606,24,4,24,1,4,0
8211,8211,700,243,2,3,9,8,1
8212,8212,665,195,6,16,8,10,1
8213,8213,1154,137,1,24,0,1,0
8214,8214,1285,109,2,22,3,10,0
8215,8215,170,140,4,18,9,4,0
8216,8216,1093,55,3,22,3,0,0
8217,8217,703,106,7,24,6,7,0
8218,8218,616,148,3,8,9,8,1
8219,8219,664,54,5,15,1,5,0
8220,8220,1411,167,4,18,9,1,0
8221,8221,1007,156,3,17,3,10,0
8222,8222,564,78,2,2,7,1,0
8223,8223,1073,197,5,18,6,0,0
8224,8224,299,170,7,10,7,6,0
8225,8225,1009,83,5,2,0,8,0
8226,8226,4,207,5,3,2,7,0
8227,8227,554,21,2,2,7,6,0
8228,8228,1408,160,6,1,0,9,0
8229,8229,998,182,4,8,1,4,0
8230,8230,676,8,1,8,7,5,0
8231,8231,1278,190,5,8,6,4,0
8232,8232,559,49,3,23,1,7,0
8233,8233,297,105,4,10,0,5,0
8234,8234,1581,219,2,14,9,4,0
8235,8235,913,86,2,8,8,1,0
8236,8236,818,5,3,6,2,5,0
8237,8237,530,175,2,8,9,0,0
8238,8238,148,106,2,20,7,10,1
8239,8239,1371,71,3,3,9,7,1
8240,8240,87,36,6,20,0,9,0
8241,8241,447,55,6,6,4,1,0
8242,8242,1622,129,6,13,4,10,0
8243,8243,1478,210,3,14,5,10,0
8244,8244,562,234,4,18,10,2,0
8245,8245,1575,90,2,5,3,7,0
8246,8246,426,64,6,21,2,1,0
8247,8247,55,203,5,20,8,0,0
8248,8248,1459,87,2,3,1,0,0
8249,8249,1040,179,5,8,0,8,0
8250,8250,1478,147,1,4,0,7,0
8251,8251,298,7,5,14,10,6,0
8252,8252,664,89,6,9,3,5,0
8253,8253,1257,168,5,19,4,6,0
8254,8254,856,37,6,15,5,10,0
8255,8255,978,173,3,9,3,1,0
8256,8256,1219,208,6,8,0,4,0
8257,8257,1196,60,6,15,8,3,0
8258,8258,1532,136,6,10,5,7,0
8259,8259,626,51,4,16,3,0,0
8260,8260,1391,198,1,20,2,5,0
8261,8261,1591,151,6,21,9,7,1
8262,8262,79,166,1,10,7,0,0
8263,8263,1567,169,3,17,7,3,0
8264,8264,704,3,1,22,5,7,0
8265,8265,892,43,4,15,8,2,0
8266,8266,332,183,3,21,10,9,1
8267,8267,549,213,2,5,3,5,0
8268,8268,1300,33,4,9,8,0,0
8269,8269,283,143,5,7,4,4,0
8270,8270,721,43,3,2,7,1,0
8271,8271,1460,61,3,4,3,1,0
8272,8272,206,89,7,6,8,2,0
8273,8273,650,238,7,22,9,5,0
8274,8274,638,47,1,17,8,10,1
8275,8275,1349,187,3,22,2,4,0
8276,8276,1331,156,5,5,5,2,0
8277,8277,810,15,3,16,5,6,0
8278,8278,470,141,5,7,9,1,0
8279,8279,724,26,7,5,3,7,0
8280,8280,445,33,4,4,0,0,0
8281,8281,611,144,4,2,3,10,0
8282,8282,1217,83,4,16,6,4,0
8283,8283,666,221,1,18,1,6,0
8284,8284,730,215,3,3,5,4,0
8285,8285,1570,115,5,11,9,3,0
8286,8286,44,147,6,3,6,7,0
8287,8287,1484,125,3,9,5,9,0
8288,8288,1508,210,5,10,8,8,1
8289,8289,569,233,4,18,5,7,0
8290,8290,1337,208,6,9,0,4,0
8291,8291,564,197,7,3,9,2,0
8292,8292,144,97,7,17,0,8,0
8293,8293,897,173,6,8,9,7,1
8294,8294,487,169,4,18,3,10,0
8295,8295,590,111,6,21,5,5,0
8296,8296,1379,112,1,10,1,6,0
8297,8297,1235,2,7,2,5,2,0
8298,8298,321,22,5,24,1,3,0
8299,8299,805,234,5,1,6,6,0
8300,8300,1108,51,4,13,1,5,0
8301,8301,457,97,2,15,3,6,0
8302,8302,289,119,1,14,2,10,0
8303,8303,883,143,1,17,7,6,0
8304,8304,284,101,1,18,0,9,0
8305,8305,1351,40,2,3,3,2,0
8306,8306,268,196,6,15,10,6,0
8307,8307,253,122,5,10,7,8,1
8308,8308,1533,157,7,12,3,8,0
8309,8309,91,89,3,2,3,9,0
8310,8310,1488,70,2,19,6,4,0
8311,8311,1004,209,5,14,7,0,0
8312,8312,1565,2,6,17,9,10,1
8313,8313,288,42,7,17,5,5,0
8314,8314,300,119,2,22,4,7,0
8315,8315,1578,241,6,1,4,4,0
8316,8316,418,46,6,21,1,6,0
8317,8317,1277,143,5,16,7,4,0
8318,8318,443,240,6,12,5,1,0
8319,8319,543,107,5,10,10,9,1
8320,8320,1437,117,2,8,7,5,0
8321,8321,1012,178,6,2,4,8,0
8322,8322,1432,162,4,15,3,7,0
8323,8323,1419,97,2,6,2,6,0
8324,8324,94,16,5,14,8,3,0
8325,8325,418,212,3,1,5,0,0
8326,8326,325,243,3,10,5,0,0
8327,8327,7,93,3,14,0,3,0
8328,8328,949,123,2,21,0,6,0
8329,8329,494,190,2,5,7,4,0
8330,8330,113,198,6,13,10,6,0
8331,8331,140,164,7,20,0,4,0
8332,8332,319,73,2,23,3,3,0
8333,8333,794,26,6,5,2,8,0
8334,8334,1386,49,7,14,10,0,0
8335,8335,1282,18,4,13,2,3,0
8336,8336,1276,128,7,8,3,4,0
8337,8337,1155,244,4,24,4,7,0
8338,8338,1642,95,4,1,9,10,1
8339,8339,71,155,6,18,9,5,0
8340,8340,617,10,7,4,5,1,0
8341,8341,486,178,7,19,1,1,0
8342,8342,594,167,4,10,6,1,0
8343,8343,242,39,4,19,9,2,0
8344,8344,834,74,5,23,9,5,0
8345,8345,90,140,4,4,0,2,0
8346,8346,574,153,2,17,0,3,0
8347,8347,435,97,1,21,2,6,0
8348,8348,336,75,1,8,9,9,1
8349,8349,295,162,4,1,0,2,0
8350,8350,456,242,1,10,6,2,0
8351,8351,17,141,2,13,9,7,1
8352,8352,361,155,5,8,0,8,0
8353,8353,1114,106,5,19,2,9,0
8354,8354,832,70,5,8,4,8,0
8355,8355,1374,29,4,2,5,7,0
8356,8356,1515,68,6,1,2,10,0
8357,8357,999,48,5,9,8,2,0
8358,8358,1065,193,3,15,10,6,0
8359,8359,114,235,7,6,7,0,0
8360,8360,1020,54,7,12,3,4,0
8361,8361,1184,161,2,5,6,2,0
8362,8362,321,24,1,8,9,2,0
8363,8363,473,16,5,10,10,10,1
8364,8364,810,162,7,1,10,8,1
8365,8365,573,15,7,14,8,8,1
8366,8366,660,181,7,7,6,6,0
8367,8367,1419,7,3,14,2,9,0
8368,8368,6,93,7,5,6,9,0
8369,8369,94,230,2,3,1,0,0
8370,8370,1399,87,4,13,8,3,0
8371,8371,1455,197,4,9,6,6,0
8372,8372,1149,122,3,18,2,5,0
8373,8373,1080,179,6,8,1,0,0
8374,8374,69,128,3,13,2,5,0
8375,8375,350,73,1,9,6,0,0
8376,8376,1600,57,4,13,6,1,0
8377,8377,549,78,6,11,7,4,0
8378,8378,895,189,5,9,9,0,0
8379,8379,1133,239,3,15,5,10,0
8380,8380,1,191,4,15,3,7,0
8381,8381,410,8,7,2,8,4,0
8382,8382,475,77,2,11,1,1,0
8383,8383,1186,165,2,12,3,2,0
8384,8384,1344,17,1,4,0,3,0
8385,8385,664,237,1,4,8,3,0
8386,8386,1257,37,6,18,6,8,0
8387,8387,883,118,1,16,10,8,1
8388,8388,261,201,5,8,8,0,0
8389,8389,632,168,1,6,7,6,0
8390,8390,1316,139,1,10,10,1,0
8391,8391,1527,119,3,1,1,0,0
8392,8392,579,147,1,13,9,10,1
8393,8393,1533,55,2,5,8,4,0
8394,8394,929,103,2,20,7,3,0
8395,8395,1027,47,1,6,7,6,0
8396,8396,197,154,5,21,9,9,1
8397,8397,1642,61,4,4,10,6,0
8398,8398,1094,189,5,11,1,5,0
8399,8399,217,35,1,1,8,1,0
8400,8400,1033,68,5,4,6,9,0
8401,8401,962,107,7,1,0,5,0
8402,8402,1256,218,7,16,9,10,1
8403,8403,1222,93,2,13,8,1,0
8404,8404,475,149,6,9,0,9,0
8405,8405,1505,123,4,16,8,1,0
8406,8406,8,217,7,14,6,10,0
8407,8407,732,163,2,2,3,3,0
8408,8408,1147,53,6,16,7,8,1
8409,8409,1028,9,6,4,8,0,0
8410,8410,606,6,3,14,5,10,0
8411,8411,585,87,5,20,8,4,0
8412,8412,359,27,4,12,5,3,0
8413,8413,735,59,2,19,7,10,1
8414,8414,898,70,7,22,5,4,0
8415,8415,1447,224,7,22,10,0,0
8416,8416,1605,192,7,14,3,5,0
8417,8417,1634,230,7,14,9,8,1
8418,8418,1100,221,4,22,1,10,0
8419,8419,898,218,6,14,8,9,1
8420,8420,70,91,6,18,8,10,1
8421,8421,1268,72,3,4,5,2,0
8422,8422,65,204,7,5,10,2,0
8423,8423,1008,199,3,18,7,8,1
8424,8424,1583,38,4,14,4,1,0
8425,8425,476,47,6,18,0,7,0
8426,8426,744,80,6,16,2,8,0
8427,8427,1456,23,5,13,5,8,0
8428,8428,430,120,7,21,9,2,0
8429,8429,1538,168,5,15,6,9,0
8430,8430,592,182,1,9,10,3,0
8431,8431,424,219,6,9,1,1,0
8432,8432,1333,121,4,14,7,1,0
8433,8433,1491,72,4,4,0,8,0
8434,8434,956,228,3,11,8,3,0
8435,8435,1542,86,3,23,2,5,0
8436,8436,882,103,2,17,10,10,1
8437,8437,499,70,2,8,10,6,0
8438,8438,1560,9,7,3,4,3,0
8439,8439,984,181,1,4,1,7,0
8440,8440,766,102,6,20,2,9,0
8441,8441,1610,39,3,17,8,0,0
8442,8442,19,166,2,14,4,3,0
8443,8443,76,186,5,9,3,10,0
8444,8444,460,19,1,21,3,4,0
8445,8445,945,36,5,6,8,2,0
8446,8446,1641,224,1,20,9,3,0
8447,8447,344,24,6,18,10,1,0
8448,8448,1588,175,3,23,5,3,0
8449,8449,1537,243,7,16,4,2,0
8450,8450,641,70,6,5,7,7,1
8451,8451,1210,175,6,6,1,9,0
8452,8452,33,95,1,14,9,10,1
8453,8453,1514,6,7,5,9,7,1
8454,8454,1036,102,3,8,1,5,0
8455,8455,1421,32,1,5,8,10,1
8456,8456,363,114,1,5,5,7,0
8457,8457,1048,32,6,23,0,3,0
8458,8458,21,78,6,16,2,2,0
8459,8459,1373,232,2,5,1,0,0
8460,8460,1033,198,4,3,5,3,0
8461,8461,1535,232,6,21,8,5,0
8462,8462,561,159,5,4,2,9,0
8463,8463,424,36,6,18,3,3,0
8464,8464,764,237,4,14,7,10,1
8465,8465,185,87,7,4,7,3,0
8466,8466,934,26,7,20,3,6,0
8467,8467,425,18,7,7,1,3,0
8468,8468,324,156,7,15,9,7,1
8469,8469,605,44,3,20,5,10,0
8470,8470,1399,35,5,10,9,1,0
8471,8471,723,1,1,2,5,4,0
8472,8472,328,218,2,6,9,10,1
8473,8473,1192,204,7,7,4,8,0
8474,8474,524,157,4,5,7,10,1
8475,8475,979,222,4,24,7,1,0
8476,8476,44,216,5,3,7,8,1
8477,8477,283,42,7,4,0,10,0
8478,8478,705,75,7,21,5,8,0
8479,8479,216,139,2,22,10,6,0
8480,8480,549,112,3,7,6,10,0
8481,8481,391,31,7,20,7,7,1
8482,8482,557,171,7,1,1,9,0
8483,8483,1200,17,4,1,10,10,1
8484,8484,250,197,6,10,9,10,1
8485,8485,1643,52,7,15,10,3,0
8486,8486,1007,161,4,17,4,4,0
8487,8487,688,143,7,20,4,4,0
8488,8488,220,75,3,12,0,8,0
8489,8489,470,175,2,15,9,7,1
8490,8490,1047,132,6,8,5,7,0
8491,8491,372,216,1,24,0,5,0
8492,8492,596,164,1,16,5,6,0
8493,8493,382,165,2,14,4,9,0
8494,8494,1604,55,2,7,6,5,0
8495,8495,1156,236,3,5,6,2,0
8496,8496,947,22,6,17,0,3,0
8497,8497,1063,207,1,21,2,1,0
8498,8498,591,10,4,21,1,7,0
8499,8499,959,37,6,6,3,9,0
8500,8500,656,80,1,20,0,1,0
8501,8501,639,30,7,5,10,10,1
8502,8502,1048,41,5,23,5,7,0
8503,8503,1456,232,2,8,7,8,1
8504,8504,718,114,2,16,7,3,0
8505,8505,1169,238,1,14,8,9,1
8506,8506,1261,198,2,19,8,9,1
8507,8507,1119,43,4,21,10,5,0
8508,8508,1166,122,3,21,2,3,0
8509,8509,815,239,2,23,1,1,0
8510,8510,1429,142,7,2,7,7,1
8511,8511,1240,112,6,13,5,9,0
8512,8512,391,194,5,8,0,2,0
8513,8513,1543,165,1,8,7,10,1
8514,8514,1405,125,1,19,7,3,0
8515,8515,180,157,5,13,5,10,0
8516,8516,149,12,5,14,6,7,0
8517,8517,1344,183,7,9,9,5,0
8518,8518,1032,192,1,8,9,6,0
8519,8519,1550,52,2,14,3,7,0
8520,8520,1633,195,6,13,9,2,0
8521,8521,1526,172,1,16,8,2,0
8522,8522,461,51,3,16,7,6,0
8523,8523,890,1,5,23,3,8,0
8524,8524,1387,135,3,21,6,7,0
8525,8525,1091,90,7,16,5,4,0
8526,8526,644,134,4,13,2,2,0
8527,8527,1440,98,3,14,0,6,0
8528,8528,917,204,6,14,8,0,0
8529,8529,1148,90,7,21,1,8,0
8530,8530,582,194,5,8,1,10,0
8531,8531,119,60,4,19,6,4,0
8532,8532,1356,89,6,19,0,6,0
8533,8533,393,74,3,22,5,5,0
8534,8534,1051,122,3,12,4,3,0
8535,8535,160,182,6,5,0,7,0
8536,8536,1332,33,4,24,5,6,0
8537,8537,509,216,5,12,1,8,0
8538,8538,810,85,6,22,6,8,0
8539,8539,1532,87,7,24,4,2,0
8540,8540,663,90,2,6,5,4,0
8541,8541,1231,185,1,3,7,6,0
8542,8542,526,175,2,11,8,3,0
8543,8543,1611,242,7,1,8,7,1
8544,8544,1519,116,6,6,5,2,0
8545,8545,650,40,4,4,6,7,0
8546,8546,837,16,2,10,0,0,0
8547,8547,1148,214,7,5,7,6,0
8548,8548,1304,61,2,16,4,3,0
8549,8549,385,235,5,7,5,1,0
8550,8550,1644,225,1,6,7,1,0
8551,8551,1112,9,3,8,2,10,0
8552,8552,198,79,3,15,7,6,0
8553,8553,898,97,1,12,2,10,0
8554,8554,1069,196,4,20,3,1,0
8555,8555,990,9,7,3,4,3,0
8556,8556,695,8,1,14,6,9,0
8557,8557,1063,175,2,4,7,3,0
8558,8558,136,205,7,22,4,4,0
8559,8559,1148,41,6,22,3,3,0
8560,8560,955,108,3,15,1,9,0
8561,8561,1308,101,1,2,6,4,0
8562,8562,916,52,6,23,0,10,0
8563,8563,1021,41,7,22,5,0,0
8564,8564,291,84,4,15,0,2,0
8565,8565,680,132,6,13,10,0,0
8566,8566,644,232,3,7,9,10,1
8567,8567,1471,226,1,16,1,4,0
8568,8568,628,151,2,18,0,10,0
8569,8569,1150,29,3,21,4,7,0
8570,8570,1036,178,7,13,7,0,0
8571,8571,1481,27,2,20,9,8,1
8572,8572,95,40,5,10,0,8,0
8573,8573,203,232,4,17,1,7,0
8574,8574,1323,127,2,14,2,4,0
8575,8575,433,32,7,12,9,7,1
8576,8576,741,134,5,24,5,5,0
8577,8577,115,60,7,6,6,8,0
8578,8578,1281,203,5,21,8,4,0
8579,8579,718,66,3,13,4,10,0
8580,8580,784,154,6,1,7,3,0
8581,8581,213,23,2,12,9,3,0
8582,8582,1316,137,7,1,7,2,0
8583,8583,558,2,5,17,3,3,0
8584,8584,566,125,2,19,3,0,0
8585,8585,1497,141,4,6,1,10,0
8586,8586,1587,81,6,2,8,7,1
8587,8587,236,174,5,16,5,0,0
8588,8588,779,191,1,7,4,5,0
8589,8589,1623,222,7,2,9,4,0
8590,8590,1021,115,3,11,1,2,0
8591,8591,781,192,6,9,0,9,0
8592,8592,349,183,4,8,10,5,0
8593,8593,1390,145,3,8,3,3,0
8594,8594,30,66,1,18,8,4,0
8595,8595,361,129,5,20,7,6,0
8596,8596,1019,23,4,22,3,5,0
8597,8597,205,2,2,8,5,7,0
8598,8598,104,221,1,11,0,8,0
8599,8599,1473,32,6,7,3,5,0
8600,8600,174,138,1,13,6,10,0
8601,8601,1543,187,1,8,1,9,0
8602,8602,1173,25,5,15,8,8,1
8603,8603,1159,81,2,16,3,7,0
8604,8604,865,31,4,8,0,10,0
8605,8605,1104,61,5,13,0,5,0
8606,8606,376,207,4,1,5,0,0
8607,8607,982,233,1,23,5,3,0
8608,8608,204,40,6,7,2,0,0
8609,8609,1352,164,1,4,9,2,0
8610,8610,1255,26,5,14,10,7,1
8611,8611,815,130,3,1,3,10,0
8612,8612,1304,134,3,9,0,5,0
8613,8613,1048,93,6,1,7,6,0
8614,8614,614,23,2,14,6,6,0
